zip,ocd
35973,ocd-division/country:us/state:al
35973,ocd-division/country:us/state:al/cd:4
35974,ocd-division/country:us/state:al/cd:4
35974,ocd-division/country:us/state:al
35975,ocd-division/country:us/state:al/cd:4
35975,ocd-division/country:us/state:al
35976,ocd-division/country:us/state:al/cd:4
35976,ocd-division/country:us/state:al
35978,ocd-division/country:us/state:al/cd:4
35978,ocd-division/country:us/state:al
35978,ocd-division/country:us/state:al/cd:5
35979,ocd-division/country:us/state:al/cd:4
35979,ocd-division/country:us/state:al
35979,ocd-division/country:us/state:al/cd:5
35980,ocd-division/country:us/state:al/cd:4
35980,ocd-division/country:us/state:al
35980,ocd-division/country:us/state:al/cd:6
35981,ocd-division/country:us/state:al/cd:4
35981,ocd-division/country:us/state:al
35983,ocd-division/country:us/state:al/cd:3
35983,ocd-division/country:us/state:al
35984,ocd-division/country:us/state:al/cd:4
35984,ocd-division/country:us/state:al
35986,ocd-division/country:us/state:al/cd:4
35986,ocd-division/country:us/state:al
35987,ocd-division/country:us/state:al/cd:3
35987,ocd-division/country:us/state:al
35988,ocd-division/country:us/state:al/cd:4
35988,ocd-division/country:us/state:al
35989,ocd-division/country:us/state:al/cd:4
35989,ocd-division/country:us/state:al
35990,ocd-division/country:us/state:al/cd:4
35990,ocd-division/country:us/state:al
36003,ocd-division/country:us/state:al/cd:2
36003,ocd-division/country:us/state:al
36005,ocd-division/country:us/state:al/cd:2
36005,ocd-division/country:us/state:al
36006,ocd-division/country:us/state:al/cd:2
36006,ocd-division/country:us/state:al
36006,ocd-division/country:us/state:al/cd:6
36009,ocd-division/country:us/state:al/cd:2
36009,ocd-division/country:us/state:al
36010,ocd-division/country:us/state:al/cd:2
36010,ocd-division/country:us/state:al
36013,ocd-division/country:us/state:al/cd:3
36013,ocd-division/country:us/state:al
36016,ocd-division/country:us/state:al/cd:2
36016,ocd-division/country:us/state:al
36017,ocd-division/country:us/state:al/cd:2
36017,ocd-division/country:us/state:al
36020,ocd-division/country:us/state:al/cd:2
36020,ocd-division/country:us/state:al
36022,ocd-division/country:us/state:al/cd:2
36022,ocd-division/country:us/state:al
36024,ocd-division/country:us/state:al/cd:2
36024,ocd-division/country:us/state:al
36025,ocd-division/country:us/state:al/cd:2
36025,ocd-division/country:us/state:al
36026,ocd-division/country:us/state:al/cd:2
36026,ocd-division/country:us/state:al
36026,ocd-division/country:us/state:al/cd:6
36027,ocd-division/country:us/state:al/cd:2
36027,ocd-division/country:us/state:al
36027,ocd-division/country:us/state:al/cd:3
36028,ocd-division/country:us/state:al/cd:2
36028,ocd-division/country:us/state:al
36029,ocd-division/country:us/state:al/cd:2
36029,ocd-division/country:us/state:al
36029,ocd-division/country:us/state:al/cd:3
36030,ocd-division/country:us/state:al/cd:2
36030,ocd-division/country:us/state:al
36031,ocd-division/country:us/state:al/cd:3
36031,ocd-division/country:us/state:al
36032,ocd-division/country:us/state:al/cd:2
36032,ocd-division/country:us/state:al
36032,ocd-division/country:us/state:al/cd:7
36033,ocd-division/country:us/state:al/cd:1
36033,ocd-division/country:us/state:al
36033,ocd-division/country:us/state:al/cd:2
36034,ocd-division/country:us/state:al/cd:2
36034,ocd-division/country:us/state:al
36035,ocd-division/country:us/state:al/cd:2
36035,ocd-division/country:us/state:al
36036,ocd-division/country:us/state:al/cd:2
36036,ocd-division/country:us/state:al
36037,ocd-division/country:us/state:al/cd:2
36037,ocd-division/country:us/state:al
36038,ocd-division/country:us/state:al/cd:2
36038,ocd-division/country:us/state:al
36039,ocd-division/country:us/state:al/cd:3
36039,ocd-division/country:us/state:al
36040,ocd-division/country:us/state:al/cd:7
36040,ocd-division/country:us/state:al
36041,ocd-division/country:us/state:al/cd:2
36041,ocd-division/country:us/state:al
36042,ocd-division/country:us/state:al/cd:2
36042,ocd-division/country:us/state:al
36043,ocd-division/country:us/state:al/cd:2
36043,ocd-division/country:us/state:al
36043,ocd-division/country:us/state:al/cd:7
36046,ocd-division/country:us/state:al/cd:2
36046,ocd-division/country:us/state:al
36047,ocd-division/country:us/state:al/cd:2
36047,ocd-division/country:us/state:al
36047,ocd-division/country:us/state:al/cd:7
36048,ocd-division/country:us/state:al/cd:2
36048,ocd-division/country:us/state:al
36049,ocd-division/country:us/state:al/cd:2
36049,ocd-division/country:us/state:al
36051,ocd-division/country:us/state:al/cd:2
36051,ocd-division/country:us/state:al
36051,ocd-division/country:us/state:al/cd:6
36052,ocd-division/country:us/state:al/cd:2
36052,ocd-division/country:us/state:al
36052,ocd-division/country:us/state:al/cd:3
36053,ocd-division/country:us/state:al/cd:2
36053,ocd-division/country:us/state:al
36054,ocd-division/country:us/state:al/cd:2
36054,ocd-division/country:us/state:al
36064,ocd-division/country:us/state:al/cd:2
36064,ocd-division/country:us/state:al
36064,ocd-division/country:us/state:al/cd:3
36066,ocd-division/country:us/state:al/cd:2
36066,ocd-division/country:us/state:al
36067,ocd-division/country:us/state:al/cd:2
36067,ocd-division/country:us/state:al
36069,ocd-division/country:us/state:al/cd:2
36069,ocd-division/country:us/state:al
36071,ocd-division/country:us/state:al/cd:2
36071,ocd-division/country:us/state:al
36075,ocd-division/country:us/state:al/cd:3
36075,ocd-division/country:us/state:al
36078,ocd-division/country:us/state:al/cd:2
36078,ocd-division/country:us/state:al
36078,ocd-division/country:us/state:al/cd:3
36079,ocd-division/country:us/state:al/cd:2
36079,ocd-division/country:us/state:al
36080,ocd-division/country:us/state:al/cd:2
36080,ocd-division/country:us/state:al
36080,ocd-division/country:us/state:al/cd:6
36081,ocd-division/country:us/state:al/cd:2
36081,ocd-division/country:us/state:al
36082,ocd-division/country:us/state:al/cd:2
36082,ocd-division/country:us/state:al
36083,ocd-division/country:us/state:al/cd:3
36083,ocd-division/country:us/state:al
36088,ocd-division/country:us/state:al/cd:3
36088,ocd-division/country:us/state:al
36089,ocd-division/country:us/state:al/cd:2
36089,ocd-division/country:us/state:al
36089,ocd-division/country:us/state:al/cd:3
36091,ocd-division/country:us/state:al/cd:2
36091,ocd-division/country:us/state:al
36091,ocd-division/country:us/state:al/cd:6
36092,ocd-division/country:us/state:al/cd:2
36092,ocd-division/country:us/state:al
36093,ocd-division/country:us/state:al/cd:2
36093,ocd-division/country:us/state:al
36104,ocd-division/country:us/state:al/cd:2
36104,ocd-division/country:us/state:al
36104,ocd-division/country:us/state:al/cd:7
36105,ocd-division/country:us/state:al/cd:2
36105,ocd-division/country:us/state:al
36105,ocd-division/country:us/state:al/cd:7
36106,ocd-division/country:us/state:al/cd:2
36106,ocd-division/country:us/state:al
36106,ocd-division/country:us/state:al/cd:7
36107,ocd-division/country:us/state:al/cd:2
36107,ocd-division/country:us/state:al
36108,ocd-division/country:us/state:al/cd:2
36108,ocd-division/country:us/state:al
36108,ocd-division/country:us/state:al/cd:7
36109,ocd-division/country:us/state:al/cd:2
36109,ocd-division/country:us/state:al
36110,ocd-division/country:us/state:al/cd:2
36110,ocd-division/country:us/state:al
36111,ocd-division/country:us/state:al/cd:2
36111,ocd-division/country:us/state:al
36112,ocd-division/country:us/state:al/cd:2
36112,ocd-division/country:us/state:al
36113,ocd-division/country:us/state:al/cd:2
36113,ocd-division/country:us/state:al
36113,ocd-division/country:us/state:al/cd:7
36115,ocd-division/country:us/state:al/cd:2
36115,ocd-division/country:us/state:al
36116,ocd-division/country:us/state:al/cd:2
36116,ocd-division/country:us/state:al
36116,ocd-division/country:us/state:al/cd:3
36116,ocd-division/country:us/state:al/cd:7
36117,ocd-division/country:us/state:al/cd:2
36117,ocd-division/country:us/state:al
36117,ocd-division/country:us/state:al/cd:3
36201,ocd-division/country:us/state:al/cd:3
36201,ocd-division/country:us/state:al
36203,ocd-division/country:us/state:al/cd:3
36203,ocd-division/country:us/state:al
36205,ocd-division/country:us/state:al/cd:3
36205,ocd-division/country:us/state:al
36206,ocd-division/country:us/state:al/cd:3
36206,ocd-division/country:us/state:al
36207,ocd-division/country:us/state:al/cd:3
36207,ocd-division/country:us/state:al
36250,ocd-division/country:us/state:al/cd:3
36250,ocd-division/country:us/state:al
36251,ocd-division/country:us/state:al/cd:3
36251,ocd-division/country:us/state:al
36255,ocd-division/country:us/state:al/cd:3
36255,ocd-division/country:us/state:al
36256,ocd-division/country:us/state:al/cd:3
36256,ocd-division/country:us/state:al
36258,ocd-division/country:us/state:al/cd:3
36258,ocd-division/country:us/state:al
36260,ocd-division/country:us/state:al/cd:3
36260,ocd-division/country:us/state:al
36262,ocd-division/country:us/state:al/cd:3
36262,ocd-division/country:us/state:al
36263,ocd-division/country:us/state:al/cd:3
36263,ocd-division/country:us/state:al
36264,ocd-division/country:us/state:al/cd:3
36264,ocd-division/country:us/state:al
36265,ocd-division/country:us/state:al/cd:3
36265,ocd-division/country:us/state:al
36266,ocd-division/country:us/state:al/cd:3
36266,ocd-division/country:us/state:al
36267,ocd-division/country:us/state:al/cd:3
36267,ocd-division/country:us/state:al
36268,ocd-division/country:us/state:al/cd:3
36268,ocd-division/country:us/state:al
36269,ocd-division/country:us/state:al/cd:3
36269,ocd-division/country:us/state:al
36271,ocd-division/country:us/state:al/cd:3
36271,ocd-division/country:us/state:al
36272,ocd-division/country:us/state:al/cd:3
36272,ocd-division/country:us/state:al
36272,ocd-division/country:us/state:al/cd:4
36273,ocd-division/country:us/state:al/cd:3
36273,ocd-division/country:us/state:al
36274,ocd-division/country:us/state:al/cd:3
36274,ocd-division/country:us/state:al
36276,ocd-division/country:us/state:al/cd:3
36276,ocd-division/country:us/state:al
36277,ocd-division/country:us/state:al/cd:3
36277,ocd-division/country:us/state:al
36278,ocd-division/country:us/state:al/cd:3
36278,ocd-division/country:us/state:al
36279,ocd-division/country:us/state:al/cd:3
36279,ocd-division/country:us/state:al
36280,ocd-division/country:us/state:al/cd:3
36280,ocd-division/country:us/state:al
36301,ocd-division/country:us/state:al/cd:2
36301,ocd-division/country:us/state:al
36303,ocd-division/country:us/state:al/cd:2
36303,ocd-division/country:us/state:al
36305,ocd-division/country:us/state:al/cd:2
36305,ocd-division/country:us/state:al
36310,ocd-division/country:us/state:al/cd:2
36310,ocd-division/country:us/state:al
36311,ocd-division/country:us/state:al/cd:2
36311,ocd-division/country:us/state:al
36312,ocd-division/country:us/state:al/cd:2
36312,ocd-division/country:us/state:al
36313,ocd-division/country:us/state:al/cd:2
36313,ocd-division/country:us/state:al
36314,ocd-division/country:us/state:al/cd:2
36314,ocd-division/country:us/state:al
36316,ocd-division/country:us/state:al/cd:2
36316,ocd-division/country:us/state:al
36317,ocd-division/country:us/state:al/cd:2
36317,ocd-division/country:us/state:al
36318,ocd-division/country:us/state:al/cd:2
36318,ocd-division/country:us/state:al
36319,ocd-division/country:us/state:al/cd:2
36319,ocd-division/country:us/state:al
36320,ocd-division/country:us/state:al/cd:2
36320,ocd-division/country:us/state:al
36321,ocd-division/country:us/state:al/cd:2
36321,ocd-division/country:us/state:al
36322,ocd-division/country:us/state:al/cd:2
36322,ocd-division/country:us/state:al
36323,ocd-division/country:us/state:al/cd:2
36323,ocd-division/country:us/state:al
36330,ocd-division/country:us/state:al/cd:2
36330,ocd-division/country:us/state:al
36340,ocd-division/country:us/state:al/cd:2
36340,ocd-division/country:us/state:al
36343,ocd-division/country:us/state:al/cd:2
36343,ocd-division/country:us/state:al
36344,ocd-division/country:us/state:al/cd:2
36344,ocd-division/country:us/state:al
36345,ocd-division/country:us/state:al/cd:2
36345,ocd-division/country:us/state:al
36346,ocd-division/country:us/state:al/cd:2
36346,ocd-division/country:us/state:al
36350,ocd-division/country:us/state:al/cd:2
36350,ocd-division/country:us/state:al
36351,ocd-division/country:us/state:al/cd:2
36351,ocd-division/country:us/state:al
36352,ocd-division/country:us/state:al/cd:2
36352,ocd-division/country:us/state:al
36353,ocd-division/country:us/state:al/cd:2
36353,ocd-division/country:us/state:al
36360,ocd-division/country:us/state:al/cd:2
36360,ocd-division/country:us/state:al
36362,ocd-division/country:us/state:al/cd:2
36362,ocd-division/country:us/state:al
36370,ocd-division/country:us/state:al/cd:2
36370,ocd-division/country:us/state:al
36371,ocd-division/country:us/state:al/cd:2
36371,ocd-division/country:us/state:al
36373,ocd-division/country:us/state:al/cd:2
36373,ocd-division/country:us/state:al
36374,ocd-division/country:us/state:al/cd:2
36374,ocd-division/country:us/state:al
36375,ocd-division/country:us/state:al/cd:2
36375,ocd-division/country:us/state:al
36376,ocd-division/country:us/state:al/cd:2
36376,ocd-division/country:us/state:al
36401,ocd-division/country:us/state:al/cd:1
36401,ocd-division/country:us/state:al
36401,ocd-division/country:us/state:al/cd:2
36420,ocd-division/country:us/state:al/cd:1
36420,ocd-division/country:us/state:al
36420,ocd-division/country:us/state:al/cd:2
36421,ocd-division/country:us/state:al/cd:2
36421,ocd-division/country:us/state:al
36425,ocd-division/country:us/state:al/cd:1
36425,ocd-division/country:us/state:al
36426,ocd-division/country:us/state:al/cd:1
36426,ocd-division/country:us/state:al
36426,ocd-division/country:us/state:al/cd:2
36432,ocd-division/country:us/state:al/cd:1
36432,ocd-division/country:us/state:al
36432,ocd-division/country:us/state:al/cd:2
36435,ocd-division/country:us/state:al/cd:7
36435,ocd-division/country:us/state:al
36436,ocd-division/country:us/state:al/cd:7
36436,ocd-division/country:us/state:al
36439,ocd-division/country:us/state:al/cd:1
36439,ocd-division/country:us/state:al
36441,ocd-division/country:us/state:al/cd:1
36441,ocd-division/country:us/state:al
36442,ocd-division/country:us/state:al/cd:2
36442,ocd-division/country:us/state:al
36444,ocd-division/country:us/state:al/cd:1
36444,ocd-division/country:us/state:al
36445,ocd-division/country:us/state:al/cd:1
36445,ocd-division/country:us/state:al
36446,ocd-division/country:us/state:al/cd:7
36446,ocd-division/country:us/state:al
